Tempo,Weight on Wheels,Altitude Pressão,Pitot raw,Pitot velocidade calibrada,Pitot velocidade calibrada filtrado,Velocidade Calibrada GPS,Rotação da hélice,Deflexão profundor,Deflexão aileron,Deflexão leme,Taxa de rolamento,Taxa de arfagem,Taxa de guinada,Fator de carga X,Fator de carga Y,Fator de carga Z,Posição X,Posição Y,Posição Z filtrado,Posição Z,Atitude,Inclinação lateral,Tempo de voo
s,-,m,volt analog,m/s,m/s,m/s,rpm,°,°,°,°/s,°/s,°/s,g,g,g,m,m,m,m,°,°,s
   7.91,1, 28.0134, 40.2000, -1.2984, -2.6557,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0141,  0.0464,  0.0786, -0.0281,  0.0321,  1.0103,   0.0000,   0.0000,  0.3932,  0.5866, -5.9918,  2.8694,   0.00
   7.99,1, 28.0134, 40.2000, -1.2984, -2.6082,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0095,  0.0298,  0.0506, -0.0363,  0.0053,  1.0060,   0.0000,   0.0000,  0.3599,  0.5866, -7.8100,  2.3197,   0.00
   8.07,1, 28.0134, 39.2000, -4.3063, -2.5558,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0095, -0.0005, -0.0809,  0.0083,  0.0086,  1.0071,   0.0000,   0.0000,  0.4354,  0.5866, -5.1905,  0.1970,   0.00
   8.15,1, 26.9274, 39.4000, -3.8952, -2.6382,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000, -0.0038,  0.0561,  0.0709, -0.0067,  0.0240,  0.9848,   0.0000,   0.0000,  0.3266, -0.5020,  1.0486, -1.6157,   0.00
   8.23,1, 26.9274, 39.6000, -3.4353, -2.6382,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0068,  0.0409, -0.0135, -0.0268,  0.0214,  0.9967,   0.0000,   0.0000,  0.1844, -0.5020,  5.1048, -0.8802,   0.00
   8.31,1, 28.0134, 40.0000, -2.2489, -2.6382,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0100,  0.0249,  0.0338, -0.0200,  0.0271,  0.9934,   0.0000,   0.0000,  0.2933,  0.5866,  3.2939,  1.5419,   0.00
   8.39,1, 26.9274, 40.6000,  2.2489, -2.2916,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0119,  0.0124,  0.0102, -0.0163,  0.0232,  0.9923,   0.0000,   0.0000,  0.1511, -0.5020, -1.7301,  3.8763,   0.00
   8.47,1, 26.9274, 39.6000, -3.4353, -2.2686,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0069,  0.0313,  0.0088, -0.0100,  0.0267,  0.9943,   0.0000,   0.0000,  0.1511, -0.5020, -5.4875,  4.0660,   0.00
   8.55,1, 26.9274, 39.6000, -3.4353, -2.3755,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0074,  0.0247,  0.0286, -0.0128,  0.0020,  0.9969,   0.0000,   0.0000,  0.0423, -0.5020, -5.0493,  2.3270,   0.00
   8.62,1, 27.6805, 40.2000, -1.2984, -2.2686,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0068,  0.0223,  0.0312, -0.0019, -0.0056,  1.0008,   0.0000,   0.0000,  0.0087,  0.2510, -1.5059, -1.0054,   0.00
   8.70,1, 28.0134, 40.0000, -2.2489, -2.2686,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0067,  0.0108, -0.0179,  0.0209, -0.0065,  1.0055,   0.0000,   0.0000,  0.0087,  0.5866,  2.5151, -3.4499,   0.00
   8.78,1, 28.0134, 39.6000, -3.4353, -2.5053,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0094,  0.0178,  0.0094,  0.0033, -0.0040,  0.9972,   0.0000,   0.0000,  0.0087,  0.5866,  4.9890, -3.2651,   0.00
   8.86,1, 26.5945, 40.0000, -2.2489, -2.4726,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0093,  0.0318,  0.0275,  0.0003,  0.0019,  1.0015,   0.0000,   0.0000, -0.1340, -0.8402,  3.3948, -0.7742,   0.00
   8.94,1, 28.0134, 39.8000, -2.9033, -2.3663,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0103,  0.0328,  0.0459,  0.0068, -0.0054,  1.0006,   0.0000,   0.0000, -0.0251,  0.5866, -0.5562,  2.0647,   0.00
   9.01,1, 28.0134, 39.6000, -3.4353, -2.3929,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0091,  0.0173,  0.0136,  0.0051, -0.0104,  1.0020,   0.0000,   0.0000,  0.0838,  0.5866, -3.1427,  2.6488,   0.00
   9.09,1, 26.5945, 39.8000, -2.9033, -2.4257,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0075,  0.0305,  0.0107,  0.0111,  0.0072,  0.9983,   0.0000,   0.0000, -0.0589, -0.8402, -2.7777,  0.5694,   0.00
   9.17,1, 28.7638, 40.2000, -1.2984, -2.3188,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0097,  0.0059,  0.0227,  0.0035,  0.0011,  1.0042,   0.0000,   0.0000,  0.1250,  1.3370,  0.2491, -1.3636,   0.00
   9.25,1, 27.6805, 38.4000, -5.6596, -2.4566,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0095,  0.0237,  0.0295,  0.0117, -0.0013,  1.0005,   0.0000,   0.0000,  0.2003,  0.2510,  2.7729, -1.9612,   0.00
   9.33,1, 27.6805, 40.4000,  1.2984, -2.3268,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0069,  0.0331,  0.0225,  0.0145, -0.0021,  0.9989,   0.0000,   0.0000,  0.2756,  0.2510,  3.2885, -1.0349,   0.00
   9.41,1, 28.0134, 40.2000, -1.2984, -2.3268,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0081,  0.0279,  0.0180,  0.0012, -0.0126,  1.0077,   0.0000,   0.0000,  0.3091,  0.5866,  1.8664,  0.4545,   0.00
   9.49,1, 27.6805, 39.8000, -2.9033, -2.4070,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0101,  0.0239,  0.0191,  0.0091, -0.0094,  1.0069,   0.0000,   0.0000,  0.2756,  0.2510, -0.7780,  0.8051,   0.00
   9.57,1, 27.6805, 40.2000, -1.2984, -2.4070,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0090,  0.0231,  0.0192,  0.0081, -0.0052,  0.9995,   0.0000,   0.0000,  0.2420,  0.2510, -2.0296,  0.0450,   0.00
   9.65,1, 27.6805, 38.4000, -5.6596, -2.4747,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0093,  0.0226,  0.0181, -0.0006, -0.0051,  1.0035,   0.0000,   0.0000,  0.3512,  0.2510, -1.1834, -0.8963,   0.00
   9.72,1, 27.6805, 40.2000, -1.2984, -2.3449,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0087,  0.0218,  0.0187,  0.0030,  0.0017,  0.9972,   0.0000,   0.0000,  0.3176,  0.2510,  0.3841, -1.2748,   0.00
   9.80,1, 27.6805, 40.2000, -1.2984, -2.2380,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0081,  0.0217,  0.0214,  0.0043,  0.0018,  0.9986,   0.0000,   0.0000,  0.2840,  0.2510,  1.5495, -0.5511,   0.00
   9.88,1, 27.3449, 40.2000, -1.2984, -2.1905,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0088,  0.0207,  0.0229,  0.0042, -0.0061,  1.0014,   0.0000,   0.0000,  0.3596, -0.0846,  1.5527,  0.5622,   0.00
   9.96,1, 27.6805, 39.6000, -3.4353, -2.4747,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0084,  0.0201,  0.0223,  0.0082, -0.0046,  1.0001,   0.0000,   0.0000,  0.2510,  0.2510,  0.5417,  0.7953,   0.00
  10.04,1, 28.7638, 38.2000, -5.9501, -2.6004,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0089,  0.0212,  0.0225,  0.0091, -0.0044,  0.9977,   0.0000,   0.0000,  0.3596,  1.3370, -0.3650,  0.1763,   0.00
  10.12,1, 27.6805, 40.0000, -2.2489, -2.5411,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0087,  0.0205,  0.0221,  0.0063, -0.0097,  1.0036,   0.0000,   0.0000,  0.3596,  0.2510, -0.4424, -0.6911,   0.00
  10.20,1, 27.6805, 39.8000, -2.9033, -2.6214,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0088,  0.0216,  0.0193,  0.0081, -0.0049,  0.9999,   0.0000,   0.0000,  0.3261,  0.2510,  0.1014, -1.3632,   0.00
  10.28,1, 27.3449, 40.0000, -2.2489, -2.6214,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0092,  0.0207,  0.0200,  0.0073, -0.0048,  1.0038,   0.0000,   0.0000,  0.2925, -0.0846,  0.8700, -1.1169,   0.00
  10.36,1, 27.6805, 39.8000, -2.9033, -2.5948,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0075,  0.0216,  0.0193,  0.0027, -0.0076,  0.9968,   0.0000,   0.0000,  0.2589, -0.0846,  0.6488,  0.3008,   0.00
  10.49,1, 27.3449, 39.8000, -2.9033, -2.6275,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0084,  0.0198,  0.0197,  0.0060, -0.0075,  0.9953,   0.0000,   0.0000,  0.2254, -0.0846, -0.1261,  0.3301,   0.00
  10.57,1, 27.3449, 39.8000, -2.9033, -2.6275,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0094,  0.0213,  0.0193,  0.0073, -0.0005,  0.9976,   0.0000,   0.0000,  0.1918, -0.0846, -0.4300, -0.2492,   0.00
  10.65,1, 27.3449, 40.6000,  2.2489, -2.3433,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0076,  0.0193,  0.0219,  0.0106, -0.0048,  0.9971,   0.0000,   0.0000,  0.1583, -0.0846, -0.0186, -0.5716,   0.00
  10.73,1, 27.3449, 39.6000, -3.4353, -2.3699,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0059,  0.0181,  0.0217,  0.0078, -0.0065,  1.0003,   0.0000,   0.0000,  0.1583, -0.0846,  0.8590, -0.6492,   0.00
  10.81,1, 28.4309, 40.0000, -2.2489, -2.4174,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0084,  0.0202,  0.0230, -0.0021, -0.0130,  1.0026,   0.0000,   0.0000,  0.2336,  1.0041,  1.2963, -0.5207,   0.00
  10.88,1, 28.7638, 40.2000, -1.2984, -2.1993,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0099,  0.0220,  0.0258,  0.0065, -0.0063,  1.0008,   0.0000,   0.0000,  0.2336,  1.3370,  0.5378, -0.6068,   0.00
  10.96,1, 27.3449, 39.8000, -2.9033, -2.4094,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0079,  0.0222,  0.0249,  0.0055, -0.0005,  1.0026,   0.0000,   0.0000,  0.2000, -0.0846, -0.2307, -0.4901,   0.00
  11.04,1, 27.3449, 39.8000, -2.9033, -2.4897,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0081,  0.0243,  0.0241,  0.0007, -0.0088,  1.0014,   0.0000,   0.0000,  0.1665, -0.0846, -0.4780, -0.0119,   0.00
  11.12,1, 27.3449, 39.0000, -4.6815, -2.5786,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0086,  0.0218,  0.0200,  0.0069, -0.0073,  0.9995,   0.0000,   0.0000,  0.1665, -0.0846, -0.3090, -0.0081,   0.00
  11.20,1, 28.4309, 40.0000, -2.2489, -2.6261,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0087,  0.0194,  0.0151,  0.0114, -0.0010,  1.0001,   0.0000,   0.0000,  0.2753,  1.0041,  0.3980, -0.3465,   0.00
  11.28,1, 28.4309, 39.8000, -2.9033, -2.4883,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0087,  0.0217,  0.0178, -0.0027, -0.0091,  1.0017,   0.0000,   0.0000,  0.3842,  1.0041,  1.2136, -0.4064,   0.00
  11.36,1, 26.2616, 39.6000, -3.4353, -2.5951,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0099,  0.0239,  0.0193,  0.0125, -0.0039,  1.0034,   0.0000,   0.0000,  0.2753, -1.1732,  0.7985, -0.5519,   0.00
  11.44,1, 27.3449, 39.8000, -2.9033, -2.6754,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0088,  0.0219,  0.0187, -0.0046, -0.0096,  0.9981,   0.0000,   0.0000,  0.2753, -0.0846,  0.4068, -0.4086,   0.00
  11.52,1, 27.3449, 39.8000, -2.9033, -2.7556,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0090,  0.0204,  0.0175, -0.0003, -0.0051,  1.0017,   0.0000,   0.0000,  0.2753, -0.0846, -0.4893, -0.4034,   0.00
  11.60,1, 27.3449, 39.8000, -2.9033, -2.7290,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0118,  0.0223,  0.0183,  0.0097,  0.0000,  0.9984,   0.0000,   0.0000,  0.1665, -0.0846, -0.9160, -0.2925,   0.00
  11.68,1, 28.4309, 40.0000, -2.2489, -2.5440,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0093,  0.0218,  0.0241, -0.0037, -0.0089,  1.0106,   0.0000,   0.0000,  0.1332,  1.0041, -0.1120,  0.0435,   0.00
  11.76,1, 28.4309, 40.2000, -1.2984, -2.4964,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0086,  0.0168,  0.0242,  0.0069, -0.0087,  1.0037,   0.0000,   0.0000,  0.2420,  1.0041,  0.4776, -0.1195,   0.00
  11.84,1, 27.3449, 40.4000,  1.2984, -2.2864,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0082,  0.0199,  0.0213,  0.0124, -0.0033,  1.0011,   0.0000,   0.0000,  0.2420, -0.0846,  0.9202, -0.5653,   0.00
  11.92,1, 28.0979, 39.8000, -2.9033, -2.3191,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0071,  0.0216,  0.0195,  0.0080, -0.0102,  0.9995,   0.0000,   0.0000,  0.3173,  0.6685,  1.1703, -0.6560,   0.00
  11.99,1, 27.3449, 39.6000, -3.4353, -2.3457,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0083,  0.0200,  0.0168,  0.0008, -0.0080,  1.0007,   0.0000,   0.0000,  0.2085, -0.0846,  0.8549, -0.6947,   0.00
  12.07,1, 28.0979, 38.6000, -5.3535, -2.4682,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0081,  0.0216,  0.0166,  0.0041,  0.0008,  0.9983,   0.0000,   0.0000,  0.1749,  0.6685, -0.0628, -0.5473,   0.00
  12.15,1, 28.0979, 39.4000, -3.8952, -2.5178,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0076,  0.0218,  0.0209,  0.0037,  0.0018,  0.9995,   0.0000,   0.0000,  0.3591,  0.6685, -0.6099,  0.0618,   0.00
  12.23,1, 28.0979, 40.0000, -2.2489, -2.7427,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0084,  0.0206,  0.0238, -0.0015, -0.0038,  1.0000,   0.0000,   0.0000,  0.4344,  0.6685, -0.4329,  0.6447,   0.00
  12.31,1, 28.0979, 39.8000, -2.9033, -2.7161,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0078,  0.0215,  0.0250,  0.0118, -0.0053,  1.0001,   0.0000,   0.0000,  0.5097,  0.6685, -0.0529,  0.4746,   0.00
  12.39,1, 28.0979, 39.6000, -3.4353, -2.7754,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0088,  0.0195,  0.0231,  0.0091, -0.0032,  0.9972,   0.0000,   0.0000,  0.5850,  0.6685,  0.8691, -0.2887,   0.00
  12.47,1, 27.0120, 38.4000, -5.6596, -2.9935,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0089,  0.0207,  0.0213,  0.0029, -0.0069,  0.9952,   0.0000,   0.0000,  0.4428, -0.4175,  1.4027, -0.8610,   0.00
  12.56,1, 28.0979, 38.4000, -5.6596, -3.1313,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0079,  0.0203,  0.0180,  0.0057, -0.0013,  1.0014,   0.0000,   0.0000,  0.4093,  0.6685,  0.8916, -0.9965,   0.00
  12.64,1, 29.1813, 40.0000, -2.2489, -3.0985,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0087,  0.0214,  0.0198,  0.0024, -0.0061,  1.0004,   0.0000,   0.0000,  0.4846,  0.6685, -0.4601,  0.3580,   0.00
  12.72,1, 28.0979, 40.0000, -2.2489, -2.9769,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0089,  0.0208,  0.0227,  0.0038, -0.0017,  1.0025,   0.0000,   0.0000,  0.4846,  0.6685, -0.4404,  0.4329,   0.00
  12.84,1, 28.0979, 39.6000, -3.4353, -3.0362,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0084,  0.0208,  0.0231,  0.0044, -0.0057,  1.0017,   0.0000,   0.0000,  0.5599,  0.6685,  0.0711,  0.0965,   0.00
  12.92,1, 28.0979, 40.0000, -2.2489, -3.0035,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0077,  0.0209,  0.0228,  0.0049, -0.0045,  0.9996,   0.0000,   0.0000,  0.5599,  0.6685,  0.6314, -0.5271,   0.00
  12.99,1, 28.0979, 39.8000, -2.9033, -2.9769,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0087,  0.0208,  0.0207,  0.0071, -0.0036,  0.9981,   0.0000,   0.0000,  0.5599,  0.6685,  0.8334, -0.8479,   0.00
  13.07,1, 28.0979, 39.8000, -2.9033, -2.9769,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0075,  0.0194,  0.0193,  0.0051, -0.0009,  1.0005,   0.0000,   0.0000,  0.5599,  0.6685,  0.6967, -0.6258,   0.00
  13.15,1, 27.7624, 38.2000, -5.9501, -3.1293,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0072,  0.0202,  0.0200,  0.0004, -0.0054,  0.9970,   0.0000,   0.0000,  0.5266,  0.3356,  0.2811,  0.0186,   0.00
  13.23,1, 27.0120, 39.2000, -4.3063, -3.1994,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0072,  0.0212,  0.0211,  0.0024, -0.0036,  0.9983,   0.0000,   0.0000,  0.4180, -0.4175, -0.2886,  0.3116,   0.00
  13.31,1, 27.7624, 38.2000, -5.9501, -3.3845,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0080,  0.0215,  0.0209,  0.0070, -0.0040,  0.9956,   0.0000,   0.0000,  0.4933,  0.3356, -0.4628,  0.1636,   0.00
  13.39,1, 27.7624, 39.6000, -3.4353, -3.4913,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0062,  0.0217,  0.0206,  0.0061, -0.0096,  0.9997,   0.0000,   0.0000,  0.4600,  0.3356,  0.0606, -0.2862,   0.00
  13.48,1, 27.7624, 39.8000, -2.9033, -3.7014,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0070,  0.0205,  0.0194,  0.0070, -0.0043,  1.0030,   0.0000,   0.0000,  0.4267,  0.3356,  0.7236, -0.9035,   0.00
  13.56,1, 27.7624, 38.4000, -5.6596, -3.8392,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0079,  0.0206,  0.0208,  0.0035, -0.0041,  0.9993,   0.0000,   0.0000,  0.3934,  0.3356,  1.0492, -0.9229,   0.00
  13.64,1, 27.7624, 40.0000, -2.2489, -3.7799,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0080,  0.0196,  0.0204,  0.0040, -0.0027,  1.0014,   0.0000,   0.0000,  0.3601,  0.3356,  0.6802, -0.4047,   0.00
  13.72,1, 27.7624, 40.4000,  1.2984, -3.4473,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0078,  0.0211,  0.0190,  0.0062, -0.0025,  1.0070,   0.0000,   0.0000,  0.3268,  0.3356,  0.0250,  0.2400,   0.00
  13.80,1, 27.4294, 39.8000, -2.9033, -3.3977,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0078,  0.0215,  0.0207,  0.0040, -0.0053,  1.0006,   0.0000,   0.0000,  0.2600,  0.0000, -0.2787,  0.5087,   0.00
  13.88,1, 27.7624, 40.2000, -1.2984, -3.3502,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0086,  0.0204,  0.0222,  0.0060, -0.0016,  1.0006,   0.0000,   0.0000,  0.2267,  0.3356, -0.1550,  0.1104,   0.00
  13.95,1, 27.7624, 39.8000, -2.9033, -3.3502,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0081,  0.0210,  0.0243,  0.0047, -0.0047,  0.9972,   0.0000,   0.0000,  0.2267,  0.3356,  0.3321, -0.3784,   0.00
  14.03,1, 27.7624, 39.6000, -3.4353, -3.3502,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0085,  0.0210,  0.0232,  0.0047, -0.0032,  0.9952,   0.0000,   0.0000,  0.3020,  0.3356,  0.6895, -0.7138,   0.00
  14.11,1, 28.8483, 39.8000, -2.9033, -3.2124,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0083,  0.0190,  0.0226,  0.0096, -0.0056,  0.9976,   0.0000,   0.0000,  0.4106,  1.4215,  0.6825, -0.5886,   0.00
  14.19,1, 27.7624, 40.0000, -2.2489, -3.0418,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0072,  0.0191,  0.0228,  0.0054, -0.0037,  0.9990,   0.0000,   0.0000,  0.4106,  0.3356,  0.6104, -0.2898,   0.00
  14.27,1, 27.7624, 39.4000, -3.8952, -3.1241,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0070,  0.0197,  0.0215,  0.0063, -0.0032,  0.9977,   0.0000,   0.0000,  0.4106,  0.3356,  0.3223,  0.0300,   0.00
  14.35,1, 27.7624, 39.0000, -4.6815, -3.2458,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0078,  0.0200,  0.0210,  0.0039, -0.0089,  1.0043,   0.0000,   0.0000,  0.4106,  0.3356,  0.1153,  0.1420,   0.00
  14.43,1, 27.7624, 39.6000, -3.4353, -3.2458,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0075,  0.0216,  0.0193,  0.0040, -0.0078,  1.0043,   0.0000,   0.0000,  0.4106,  0.3356,  0.0032, -0.2879,   0.00
  14.50,1, 28.8483, 39.8000, -2.9033, -3.2785,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0072,  0.0197,  0.0206,  0.0013, -0.0067,  0.9994,   0.0000,   0.0000,  0.5192,  1.4215,  0.0738, -0.7903,   0.00
  14.59,1, 28.8483, 38.4000, -5.6596, -3.4163,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0083,  0.0215,  0.0204,  0.0066, -0.0027,  0.9960,   0.0000,   0.0000,  0.5192,  0.0000,  0.1728, -0.5317,   0.00
  14.67,1, 26.3435, 40.0000, -2.2489, -3.3836,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0084,  0.0203,  0.0205,  0.0033, -0.0064,  1.0002,   0.0000,   0.0000,  0.3768, -1.0886,  0.3922,  0.0837,   0.00
  14.79,1, 27.4294, 40.0000, -2.2489, -3.1985,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0078,  0.0203,  0.0205,  0.0063, -0.0035,  0.9959,   0.0000,   0.0000,  0.3432,  0.0000,  0.4175,  0.2524,   0.00
  14.87,1, 26.3435, 40.6000,  2.2489, -2.8708,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0073,  0.0223,  0.0198,  0.0047, -0.0016,  1.0042,   0.0000,   0.0000,  0.2008, -1.0886,  0.3922,  0.0469,   0.00
  14.95,1, 27.4294, 39.8000, -2.9033, -2.7184,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0077,  0.0222,  0.0201,  0.0016, -0.0090,  1.0004,   0.0000,   0.0000,  0.0587,  0.0000,  0.2611, -0.2245,   0.00
  15.03,1, 28.5154, 40.0000, -2.2489, -2.6591,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0072,  0.0221,  0.0204,  0.0037, -0.0049,  1.0015,   0.0000,   0.0000,  0.1340,  1.0886, -0.0065, -0.6954,   0.00
  15.11,1, 27.4294, 40.0000, -2.2489, -2.6264,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0076,  0.0206,  0.0215,  0.0030, -0.0052,  0.9983,   0.0000,   0.0000,  0.1004,  0.0000, -0.0703, -0.7757,   0.00
  15.18,1, 27.4294, 40.0000, -2.2489, -2.4558,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0069,  0.0222,  0.0212,  0.0027, -0.0010,  0.9933,   0.0000,   0.0000,  0.0668,  0.0000,  0.0523, -0.4848,   0.00
  15.26,1, 27.4294, 38.6000, -5.3535, -2.6111,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0080,  0.0210,  0.0215, -0.0003, -0.0032,  0.9999,   0.0000,   0.0000,  0.0333,  0.0000,  0.2377,  0.1041,   0.00
  15.34,1, 28.5154, 40.6000,  2.2489, -2.5636,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0079,  0.0212,  0.0198,  0.0061, -0.0047,  1.0002,   0.0000,   0.0000,  0.0000,  1.0886,  0.1812,  0.3866,   0.00
  15.42,1, 28.5154, 39.4000, -3.8952, -2.6131,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0086,  0.0213,  0.0201,  0.0039, -0.0043,  0.9988,   0.0000,   0.0000,  0.1089,  1.0886,  0.2659,  0.1218,   0.00
  15.50,1, 27.0965, 39.8000, -2.9033, -2.6934,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0098,  0.0186,  0.0226,  0.0030, -0.0055,  1.0030,   0.0000,   0.0000,  0.1839, -0.3382,  0.3077, -0.3761,   0.00
  15.58,1, 28.5154, 40.2000, -1.2984, -2.6131,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0087,  0.0187,  0.0218,  0.0013, -0.0070,  0.9989,   0.0000,   0.0000,  0.2928,  1.0886,  0.2371, -0.7527,   0.00
  15.66,1, 27.4294, 40.0000, -2.2489, -2.5538,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0085,  0.0197,  0.0214,  0.0049, -0.0086,  1.0009,   0.0000,   0.0000,  0.4016,  0.0000,  0.0437, -0.8085,   0.00
  15.74,1, 27.4294, 40.0000, -2.2489, -2.5211,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0077,  0.0211,  0.0221,  0.0017, -0.0069,  1.0009,   0.0000,   0.0000,  0.4016,  0.0000,  0.0684, -0.6315,   0.00
  15.82,1, 27.0965, 38.8000, -5.0287, -2.6601,  0.0000,-999.0000,-999.0000,-999.0000,-999.0000,  0.0080,  0.0209,  0.0214,  0.0034, -0.0041,  0.9989,   0.0000,   0.0000,  0.2589, -0.3382,  0.1058, -0.3095,   0.00
